id,english,russian
4CD61E8A4275F9A5B840D7A645C089C7#CBDD7D32,"""Kerfur"" is a robot helper, follows you around, makes you company, can fix satellite servers","«Керфур» — робот-помощник, следует за вами, составляет вам компанию, может чинить спутниковые серверы."
4CF260844CD2FC51EDB6068F3CD0D0EC#CBDD7D32,"""Kerfur"" is a robot helper, follows you around, makes you company, can fix satellite servers","«Керфур» — робот-помощник, следует за вами, составляет вам компанию, может чинить спутниковые серверы."
520C6F5A48BBD1301846ED8F9EF83FBF#CBDD7D32,"""Kerfur"" is a robot helper, follows you around, makes you company, can fix satellite servers","«Керфур» — робот-помощник, следует за вами, составляет вам компанию, может чинить спутниковые серверы."
54C11923414F4B20B797D28BEC27EAFB#CBDD7D32,"""Kerfur"" is a robot helper, follows you around, makes you company, can fix satellite servers","«Керфур» — робот-помощник, следует за вами, составляет вам компанию, может чинить спутниковые серверы."
54C8ABBF46413A117CA7C9972F842846#CBDD7D32,"""Kerfur"" is a robot helper, follows you around, makes you company, can fix satellite servers","«Керфур» — робот-помощник, следует за вами, составляет вам компанию, может чинить спутниковые серверы."
5545D98A40249270FC9E598B77740C8E#CBDD7D32,"""Kerfur"" is a robot helper, follows you around, makes you company, can fix satellite servers","«Керфур» — робот-помощник, следует за вами, составляет вам компанию, может чинить спутниковые серверы."
55FFB0CD48B3A4F16D0710AF2878B6B9#CBDD7D32,"""Kerfur"" is a robot helper, follows you around, makes you company, can fix satellite servers","«Керфур» — робот-помощник, следует за вами, составляет вам компанию, может чинить спутниковые серверы."
5BDCA1CA4C3A0E29AD96AAB515D536F9#CBDD7D32,"""Kerfur"" is a robot helper, follows you around, makes you company, can fix satellite servers","«Керфур» — робот-помощник, следует за вами, составляет вам компанию, может чинить спутниковые серверы."
5D04738946E4C8DD95676C86FED57926#CBDD7D32,"""Kerfur"" is a robot helper, follows you around, makes you company, can fix satellite servers","«Керфур» — робот-помощник, следует за вами, составляет вам компанию, может чинить спутниковые серверы."
5E28F33A40F1C2BF06228F99C3263205#CBDD7D32,"""Kerfur"" is a robot helper, follows you around, makes you company, can fix satellite servers","«Керфур» — робот-помощник, следует за вами, составляет вам компанию, может чинить спутниковые серверы."
68C4EBDE44F5A030BE842F82BD9AFE67#CBDD7D32,"""Kerfur"" is a robot helper, follows you around, makes you company, can fix satellite servers","«Керфур» — робот-помощник, следует за вами, составляет вам компанию, может чинить спутниковые серверы."
6B6C4D774892AE6344FA22B1B1F949F3#CBDD7D32,"""Kerfur"" is a robot helper, follows you around, makes you company, can fix satellite servers","«Керфур» — робот-помощник, следует за вами, составляет вам компанию, может чинить спутниковые серверы."
6CBCC2AC4CC92A89E19F559E267FF574#CBDD7D32,"""Kerfur"" is a robot helper, follows you around, makes you company, can fix satellite servers","«Керфур» — робот-помощник, следует за вами, составляет вам компанию, может чинить спутниковые серверы."
6FF63FF94CF1FEE8A6B9DE976EB07384#CBDD7D32,"""Kerfur"" is a robot helper, follows you around, makes you company, can fix satellite servers","«Керфур» — робот-помощник, следует за вами, составляет вам компанию, может чинить спутниковые серверы."
713C3D9C4B3A79BC0152489F60DFBD28#CBDD7D32,"""Kerfur"" is a robot helper, follows you around, makes you company, can fix satellite servers","«Керфур» — робот-помощник, следует за вами, составляет вам компанию, может чинить спутниковые серверы."
73B6D3F2448EDE88512B2F998978BD3A#CBDD7D32,"""Kerfur"" is a robot helper, follows you around, makes you company, can fix satellite servers","«Керфур» — робот-помощник, следует за вами, составляет вам компанию, может чинить спутниковые серверы."
752CFBCC40FEE4A30BD9DDB90F8ED1C5#CBDD7D32,"""Kerfur"" is a robot helper, follows you around, makes you company, can fix satellite servers","«Керфур» — робот-помощник, следует за вами, составляет вам компанию, может чинить спутниковые серверы."
7602BA964512DB189D55EFB03BD7074F#CBDD7D32,"""Kerfur"" is a robot helper, follows you around, makes you company, can fix satellite servers","«Керфур» — робот-помощник, следует за вами, составляет вам компанию, может чинить спутниковые серверы."
7E092F3147126769B20002ADDC0F1B80#CBDD7D32,"""Kerfur"" is a robot helper, follows you around, makes you company, can fix satellite servers","«Керфур» — робот-помощник, следует за вами, составляет вам компанию, может чинить спутниковые серверы."
7E8622CF4F5B15CEE44FBFA15F9A1828#CBDD7D32,"""Kerfur"" is a robot helper, follows you around, makes you company, can fix satellite servers","«Керфур» — робот-помощник, следует за вами, составляет вам компанию, может чинить спутниковые серверы."
7EA383194D7D619C49E0B39EC541350B#CBDD7D32,"""Kerfur"" is a robot helper, follows you around, makes you company, can fix satellite servers","«Керфур» — робот-помощник, следует за вами, составляет вам компанию, может чинить спутниковые серверы."
80B8BBA0435D2BA6B9768BB6056C97EE#CBDD7D32,"""Kerfur"" is a robot helper, follows you around, makes you company, can fix satellite servers","«Керфур» — робот-помощник, следует за вами, составляет вам компанию, может чинить спутниковые серверы."
8581DCE4424F88686482469D86C3370F#CBDD7D32,"""Kerfur"" is a robot helper, follows you around, makes you company, can fix satellite servers","«Керфур» — робот-помощник, следует за вами, составляет вам компанию, может чинить спутниковые серверы."
8C2FEF1F49E52FFE56CB25B0DAEAD307#CBDD7D32,"""Kerfur"" is a robot helper, follows you around, makes you company, can fix satellite servers","«Керфур» — робот-помощник, следует за вами, составляет вам компанию, может чинить спутниковые серверы."
8E8B74064315025CC10591BA89F5A5D1#CBDD7D32,"""Kerfur"" is a robot helper, follows you around, makes you company, can fix satellite servers","«Керфур» — робот-помощник, следует за вами, составляет вам компанию, может чинить спутниковые серверы."
9327E7E640D9C63DD5524895408EE2AD#CBDD7D32,"""Kerfur"" is a robot helper, follows you around, makes you company, can fix satellite servers","«Керфур» — робот-помощник, следует за вами, составляет вам компанию, может чинить спутниковые серверы."
937CC1D744CE2EF39C70239FE9C910B2#CBDD7D32,"""Kerfur"" is a robot helper, follows you around, makes you company, can fix satellite servers","«Керфур» — робот-помощник, следует за вами, составляет вам компанию, может чинить спутниковые серверы."
948813684DD10734C123008A3D892B29#CBDD7D32,"""Kerfur"" is a robot helper, follows you around, makes you company, can fix satellite servers","«Керфур» — робот-помощник, следует за вами, составляет вам компанию, может чинить спутниковые серверы."
95B6CAED46D004DEB01FA1AE7C06755C#CBDD7D32,"""Kerfur"" is a robot helper, follows you around, makes you company, can fix satellite servers","«Керфур» — робот-помощник, следует за вами, составляет вам компанию, может чинить спутниковые серверы."
9915DA174C8A096ECF0164BD96054B00#CBDD7D32,"""Kerfur"" is a robot helper, follows you around, makes you company, can fix satellite servers","«Керфур» — робот-помощник, следует за вами, составляет вам компанию, может чинить спутниковые серверы."
9A12812149701CD188D129AAA853CF9B#CBDD7D32,"""Kerfur"" is a robot helper, follows you around, makes you company, can fix satellite servers","«Керфур» — робот-помощник, следует за вами, составляет вам компанию, может чинить спутниковые серверы."
9A403C8A49DA9D821C396F81A51A2EEC#CBDD7D32,"""Kerfur"" is a robot helper, follows you around, makes you company, can fix satellite servers","«Керфур» — робот-помощник, следует за вами, составляет вам компанию, может чинить спутниковые серверы."
9E78058F416D6BDCBE5E3FBE3E180A8F#CBDD7D32,"""Kerfur"" is a robot helper, follows you around, makes you company, can fix satellite servers","«Керфур» — робот-помощник, следует за вами, составляет вам компанию, может чинить спутниковые серверы."
9EFCA8474B716EC29BDDAF833878BF84#CBDD7D32,"""Kerfur"" is a robot helper, follows you around, makes you company, can fix satellite servers","«Керфур» — робот-помощник, следует за вами, составляет вам компанию, может чинить спутниковые серверы."
A88649F447BA1309D4E0CB8B51185A75#CBDD7D32,"""Kerfur"" is a robot helper, follows you around, makes you company, can fix satellite servers","«Керфур» — робот-помощник, следует за вами, составляет вам компанию, может чинить спутниковые серверы."
A91F441041C357931CFFBBA970508225#CBDD7D32,"""Kerfur"" is a robot helper, follows you around, makes you company, can fix satellite servers","«Керфур» — робот-помощник, следует за вами, составляет вам компанию, может чинить спутниковые серверы."
AA86507A40ED01D05C0E3F89092C80AF#CBDD7D32,"""Kerfur"" is a robot helper, follows you around, makes you company, can fix satellite servers","«Керфур» — робот-помощник, следует за вами, составляет вам компанию, может чинить спутниковые серверы."
AB36C653407B5207E18A79A6EB85F77F#CBDD7D32,"""Kerfur"" is a robot helper, follows you around, makes you company, can fix satellite servers","«Керфур» — робот-помощник, следует за вами, составляет вам компанию, может чинить спутниковые серверы."
ABC21EA9408714FD2C8CFF9F4A0EBC1F#CBDD7D32,"""Kerfur"" is a robot helper, follows you around, makes you company, can fix satellite servers","«Керфур» — робот-помощник, следует за вами, составляет вам компанию, может чинить спутниковые серверы."
AEB6C41249E38D805AA4BCA1648A9A56#CBDD7D32,"""Kerfur"" is a robot helper, follows you around, makes you company, can fix satellite servers","«Керфур» — робот-помощник, следует за вами, составляет вам компанию, может чинить спутниковые серверы."
B13E2A464F4153D15BA0C288E52A5F16#CBDD7D32,"""Kerfur"" is a robot helper, follows you around, makes you company, can fix satellite servers","«Керфур» — робот-помощник, следует за вами, составляет вам компанию, может чинить спутниковые серверы."
